alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;energie_kj;energie_kcal;protein;carbohydrates;lipid;sugar;salt;price;img_path
pains et assimilés;pains;Pain pour hamburger ou hot dog (bun), complet, préemballé;1200;285;9,75;46,3;5,75;5,38;1,11;;
pains et assimilés;pains;Bretzel, pain frais;1390;330;10,1;54,6;7,1;3,58;3,35;;
pains et assimilés;pains;Tortilla souple (à garnir), à base de maïs;1320;313;9,06;54,7;5,8;2,6;1,08;;
pains et assimilés;pains;Tortilla souple (à garnir), à base de blé;1380;327;9,15;52,1;8,2;1,55;1,25;;
pains et assimilés;pains;Blini;-;-;5,98;33,7;11,2;3,14;1,32;;
pains et assimilés;biscottes et pains grillés;Pain grillé, domestique;1340;317;10,4;64;1,3;1,4;1,51;;
pains et assimilés;biscottes et pains grillés;Biscotte classique;1730;409;10,8;76,6;5,9;6,8;1,27;;
pains et assimilés;biscottes et pains grillés;Biscotte briochée;1760;417;11,9;69;9,28;9,01;0,99;;
pains et assimilés;biscottes et pains grillés;Biscotte sans adjonction de sel;1710;405;11,4;74;5,88;5,67;0,046;;
pains et assimilés;biscottes et pains grillés;Biscotte multicéréale;1680;398;12,9;66,7;7,22;5,4;1,51;;
pains et assimilés;biscottes et pains grillés;Biscotte complète ou riche en fibres;1660;393;12,8;67;6,17;4,32;1,25;;
pains et assimilés;biscottes et pains grillés;Crackers de table au froment;1900;450;8,5;75;12;0,4;1,5;;
pains et assimilés;biscottes et pains grillés;Galette de riz soufflé complet;1630;385;7,69;80,5;3;0,73;0,18;;
pains et assimilés;biscottes et pains grillés;Galette multicéréales soufflée;1670;394;8,86;82,4;2,5;0,98;0,23;;
pains et assimilés;biscottes et pains grillés;Galette de maïs soufflé;-;-;7,44;-;1,7;0,3;0,2;;
pains et assimilés;biscottes et pains grillés;Pain grillé, tranches, au froment;1710;404;10,7;74,4;6,16;5,28;1,56;;
pains et assimilés;biscottes et pains grillés;Pain grillé brioché, tranché, préemballé;1770;419;11,6;70,8;9,19;11;1,03;;
pains et assimilés;biscottes et pains grillés;Pain grillé suédois au froment;1690;402;9,75;68,5;8,25;6,2;1,06;;
pains et assimilés;biscottes et pains grillés;Pain grillé suédois aux graines de lin;1670;396;11,3;63;9;4,67;1,57;;
pains et assimilés;biscottes et pains grillés;Tartine craquante, extrudée et grillée;1610;379;10,9;73,7;3,57;6,36;1,43;;
pains et assimilés;biscottes et pains grillés;Pain grillé suédois au blé complet;1680;398;11,5;66,4;8;2;1,53;;
pains et assimilés;biscottes et pains grillés;Pain grillé suédois aux fruits;1690;401;8,75;70,8;8;13;0,86;;
pains et assimilés;biscottes et pains grillés;Pain grillé, tranches, multicéréale;1770;419;12,1;68,8;9,3;3,68;1,09;;
pains et assimilés;biscottes et pains grillés;Croûton à tartiner;1580;374;13,5;70;2,85;7,5;1,3;;
pains et assimilés;biscottes et pains grillés;Croûtons nature, préemballés;2070;495;9,19;59,1;24,1;4;1,7;;
pains et assimilés;biscottes et pains grillés;Chapelure;1580;374;12,7;70;3,77;6,9;1,82;;
pains et assimilés;biscottes et pains grillés;Gressin;1820;433;13,9;65,3;11,8;2,06;1,8;;
pains et assimilés;biscottes et pains grillés;Croûton à l'ail aux fines herbes ou aux oignons, préemballé;2060;492;8,81;58,9;24,1;11,8;2,44;;
biscuits apéritifs;-;Pop-corn ou Maïs éclaté, à l'huile, salé;2030;485;11;52,6;23,8;0,57;1,2;;
biscuits apéritifs;-;Pop-corn ou Maïs éclaté, à l'air, non salé;1750;417;10,2;60;12,3;0,87;0,02;;
biscuits apéritifs;-;Pop-corn ou Maïs éclaté, au caramel;1770;418;3;85,4;6,5;62;0,14;;
biscuits apéritifs;-;Chips de crevette;2130;508;3,1;63,7;26,6;7,1;1,53;;
biscuits apéritifs;-;Chips de maïs ou tortilla chips;2070;495;6,56;59,5;24,7;2,62;1,42;;
biscuits apéritifs;-;Biscuit apéritif soufflé, à base de pomme de terre;2020;484;4,25;60,5;24,1;1,61;3,14;;
biscuits apéritifs;-;Biscuit apéritif, mini bretzel ou sticks;1610;379;11,2;74,4;3,13;2,02;3,73;;
biscuits apéritifs;-;Biscuit apéritif soufflé, à base de pomme de terre et de soja;1720;409;19;58,3;9,33;7,17;2,08;;
biscuits apéritifs;-;Biscuit apéritif (aliment moyen);2040;486;9,2;60,3;22,3;3,82;2,43;;
biscuits apéritifs;-;Biscuit apéritif soufflé, à base de maïs, sans cacahuète;2050;489;6,96;62,1;23;2,79;2,48;;
biscuits apéritifs;-;Biscuit apéritif, crackers, garni ou fourré, au fromage;2240;537;13,8;46,3;32,2;5,38;1,89;;
biscuits apéritifs;-;Biscuit apéritif, crackers, nature;2090;499;10,5;59;23,9;5,44;2,3;;
biscuits apéritifs;-;Biscuit apéritif, crackers, nature, allégé en matière grasse;1730;410;6,53;73,1;9,33;3,97;3;;
biscuits apéritifs;-;Biscuit apéritif soufflé, à base de maïs, à la cacahuète;2040;487;13,3;54,8;22,9;3,13;1,88;;
biscuits apéritifs;-;Biscuit apéritif à base de pomme de terre, type tuile salée;2180;521;4,63;59,1;28,8;2,86;1,62;;
biscuits apéritifs;-;Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif;2160;518;15,8;45,4;29,7;4,51;2,82;;
biscuits apéritifs;-;Biscuit apéritif feuilleté;2130;509;12,3;53,7;26,5;1,86;2,54;;
biscuits apéritifs;-;Crêpe dentelle (pour apéritif) au fromage, préemballée;2310;555;9,3;48,8;35,6;14,2;1,73;;
;;Fécule de pomme de terre;1480;348;0;86,3;0,2;-;0,0094;;
;;Flocon d'avoine;1550;367;14,2;57,9;6,51;0,97;0,014;;
;;Farine de blé tendre ou froment T110;1450;343;10,3;68,6;1,5;1,6;< 0,13;;
;;Farine de blé tendre ou froment T150;1450;342;12,2;64,9;1,52;1,77;0,035;;
;;Farine de blé tendre ou froment T65;1470;346;14,9;67,6;1;1,5;0,03;;
;;Farine de blé tendre ou froment T55 (pour pains);1480;350;9,9;73,7;1;1,5;< 0,13;;
;;Farine de blé tendre ou froment avec levure incorporée;1490;350;10;74;1;2,5;-;;
;;Farine de blé tendre ou froment T45 (pour pâtisserie);1510;356;9,94;75,9;0,82;0,41;0,098;;
;;Farine de blé tendre ou froment T80;1510;355;10,9;73,2;1,18;1,77;-;;
;;Farine d'épeautre (grand épeautre);1490;352;12,5;64;3;1,3;< 0,13;;
;;Amidon de maïs ou fécule de maïs;1540;362;0,43;89,2;0,25;0;0,019;;
;;Farine de riz;1510;357;8;73,9;2,5;0,9;< 0,13;;
;;Farine de seigle T170;1320;315;17,1;44,8;2,22;2,31;0,005;;
;;Farine de seigle T85;1460;344;8,7;70,7;1,37;0,93;0,0051;;
;;Farine de seigle T130;1450;344;7,76;70,9;1,12;1,1;0,0061;;
;;Farine de sarrasin;1470;348;11,5;68,4;2,19;0,03;0,042;;
;;Farine de maïs;1530;361;6,23;78,1;2,1;0,64;0,0025;;
;;Farine d'orge;1430;339;10,6;64,5;2,3;0,8;0,0081;;
;;Farine de millet;1480;350;10,2;63,2;4,1;0,5;< 0,13;;
;;Farine de pois chiche;1510;359;22,4;47;6,69;10,9;0,16;;
;;Farine de soja;1920;460;39,2;22,9;21,4;7,5;0,019;;
;;Amidon de riz;1460;343;0,63;85;0;-;-;;
;;Pâte à pizza fine, crue;1180;279;8,45;44,6;7,01;2,21;1,89;;
;;Pâte brisée, crue;1580;377;5,87;43,6;19,5;3,77;1,06;;
;;Pâte brisée, matière grasse végétale, cuite;2110;505;8,19;58,3;26,4;-;1,73;;
;;Pâte brisée, pur beurre, crue;1600;384;6,33;44,9;19,5;3,23;1,49;;
;;Pâte brisée, pur beurre, surgelée, crue;1620;387;6,2;43,3;20,7;7,55;0,83;;
;;Pâte brisée, pur beurre, cuite;2080;497;8,31;61,1;23,9;3,22;1,25;;
;;Pâte feuilletée, matière grasse végétale, crue;1570;377;5,93;41,4;20,4;2,31;1,15;;
;;Pâte feuilletée, surgelée, crue;1670;400;3,6;33,3;27,4;1,7;1,12;;
;;Pâte feuilletée, cuite;2220;531;7,88;54,1;31;0,3;1,57;;
;;Pâte feuilletée pur beurre, crue;1540;368;6,14;39,7;20,1;3,03;1,37;;
;;Pâte feuilletée pur beurre, surgelée crue;1660;398;5,47;35,3;25,8;1,33;0,86;;
;;Pâte feuilletée pur beurre, cuite;2120;509;5,05;57;28,7;1,05;1,03;;
;;Feuille de brick, cuite à sec sans matière grasse;1600;378;6,75;82,4;1,76;-;-;;
;;Pâte sablée, crue;1690;404;5,3;51;19,6;13;0,25;;
;;Pâte sablée, cuite;2110;505;5,7;64,4;24,6;22,9;0,27;;
;;Pâte sablée pur beurre, crue;1610;383;5,95;53,6;15,8;13,4;0,029;;
;;Pâte phyllo ou Pâte filo, crue;1220;289;7,1;50,8;6;0,18;1,21;;
;;Pâte sablée pur beurre, surgelée, crue;1780;423;4,9;60,9;17,5;21,3;0,17;;
;;Pâte sablée pur beurre, cuite;1960;469;6,2;63;20,9;20,1;0,47;;
;;Pâte à pizza crue;1020;240;7,05;44,2;3,45;1,4;1,31;;
;;Khatfa feuille de brick, préemballée;1200;283;7;59;1,5;2;3,25;;
;;Pâte à pizza cuite;1370;324;8,5;55,3;7,1;3,3;1,7;;
viandes cuites;-;Viande blanche, cuite (aliment moyen);728;173;28,1;0,26;6,55;0,0019;0,17;;
viandes cuites;-;Viande rouge, cuite (aliment moyen);816;195;26;0,027;10,1;;0,22;;
viandes cuites;-;Viande cuite (aliment moyen);765;182;27,2;0,24;8,04;0,011;0,2;;
viandes cuites;-;Volaille, cuite (aliment moyen);698;166;27,6;0,28;5,96;0,0022;0,24;;
viandes cuites;bœuf et veau;Boeuf, entrecôte, partie maigre, grillée/poêlée;829;198;25,5;< 0,1;10,7;0;0,15;;
viandes cuites;bœuf et veau;Boeuf, braisé;1000;240;32,1;0;12,4;-;0,15;;
viandes cuites;bœuf et veau;Boeuf, gîte à la noix, cuit;431;102;21;0,2;1,9;-;-;;
viandes cuites;bœuf et veau;Boeuf, faux-filet, rôti/cuit au four;812;194;28,8;traces;8,71;-;-;;
viandes cuites;bœuf et veau;Boeuf, faux-filet, grillé/poêlé;762;182;27,1;0;8,17;0;0,14;;
viandes cuites;bœuf et veau;Boeuf, plat de côtes, braisé;1130;269;37,3;0;13,3;0;0,13;;
viandes cuites;bœuf et veau;Boeuf, hampe, grillée/poêlée;728;174;21,6;traces;9,76;-;-;;
viandes cuites;bœuf et veau;Boeuf, joue, braisée ou bouillie;992;236;39,2;traces;8,82;-;-;;
viandes cuites;bœuf et veau;Boeuf, jarret, bouilli/cuit à l'eau;679;161;31;traces;4,1;-;-;;
viandes cuites;bœuf et veau;Boeuf, tende de tranche, grillée/poêlée;597;141;28,7;traces;2,92;-;-;;
viandes cuites;bœuf et veau;Boeuf, tende de tranche, rôtie/cuite au four;618;146;29,8;traces;3,03;-;-;;
viandes cuites;bœuf et veau;Boeuf, steak ou bifteck, grillé;541;128;27,6;traces;1,95;-;0,16;;
viandes cuites;bœuf et veau;Boeuf, onglet, grillé;717;171;23;traces;8,8;-;-;;
viandes cuites;bœuf et veau;Boeuf, rumsteck, grillé;518;123;25;traces;2,5;-;-;;
viandes cuites;bœuf et veau;Boeuf, boule de macreuse, grillée/poêlée;607;144;26,7;traces;4,11;-;-;;
viandes cuites;bœuf et veau;Boeuf, rosbif, rôti/cuit au four;494;117;21,9;0,3;3,16;-;< 0,1;;
viandes cuites;bœuf et veau;Boeuf, bavette d'aloyau, grillée/poêlée;682;162;25;traces;6,94;-;-;;
viandes cuites;bœuf et veau;Boeuf, boule de macreuse, rôtie/cuite au four;619;147;27,3;traces;4,2;-;-;;
viandes cuites;bœuf et veau;Boeuf, à bourguignon ou pot-au-feu, cuit;728;172;34;traces;4,05;-;0,15;;
viandes cuites;bœuf et veau;Boeuf, collier, braisé;776;184;33;traces;5,8;-;-;;
viandes cuites;bœuf et veau;Boeuf, steak haché 5% MG, cuit;650;155;25,5;0;5,85;0;0,16;;
viandes cuites;bœuf et veau;Boeuf, steak haché 10% MG, cuit;879;210;26,1;0;11,8;0;0,17;;
viandes cuites;bœuf et veau;Boeuf, steak haché 15% MG, cuit;996;239;23,6;0;16,1;0;0,21;;
viandes cuites;bœuf et veau;Boeuf, steak haché 20% MG, cuit;1100;265;23;0,14;19,2;0;0,19;;
viandes cuites;bœuf et veau;Boeuf, steak haché, cuit (aliment moyen);963;231;23,8;0,0018;15,1;0;0,21;;
viandes cuites;bœuf et veau;Boeuf, paleron, braisé ou bouilli;1050;251;36,8;0,2;11,4;0;0,17;;
viandes cuites;bœuf et veau;Boeuf, queue, bouillie/cuite à l'eau;820;196;28;traces;9,3;-;-;;
viandes cuites;bœuf et veau;Veau, côte, grillée/poêlée;657;156;25,1;0;6,24;-;0,25;;
viandes cuites;bœuf et veau;Veau, carré, sauté/poêlé;720;171;28;traces;6,6;-;-;;
viandes cuites;bœuf et veau;Veau, escalope, cuite;620;147;31;traces;2,5;-;0,15;;
viandes cuites;bœuf et veau;Veau, noix, grillée/poêlée;622;147;29,1;traces;3,44;-;-;;
viandes cuites;bœuf et veau;Veau, noix, rôtie;622;147;29,1;traces;3,44;-;-;;
viandes cuites;bœuf et veau;Veau, filet, rôti/cuit au four;838;201;23,4;0,5;11,7;0;0,23;;
viandes cuites;bœuf et veau;Veau, rôti, cuit;603;143;28,1;0;3,39;-;0,17;;
viandes cuites;bœuf et veau;Veau, épaule, grillée/poêlée;698;166;27,6;traces;6,17;-;-;;
viandes cuites;bœuf et veau;Veau, épaule, braisée ou bouillie;920;219;36,4;traces;8,14;-;-;;
viandes cuites;bœuf et veau;Veau, viande, cuite (aliment moyen);712;169;29;0,74;5,55;;0,25;;
viandes cuites;bœuf et veau;Veau, jarret, braisé ou bouilli;873;207;37,4;traces;6,43;-;-;;
viandes cuites;bœuf et veau;Veau, tête, bouillie/cuite à l'eau;779;187;21;traces;11,4;-;-;;
